Id,ActivityDate,Calories,TotalDistance,TotalSteps,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,TotalMinutesAsleep,TotalTimeInBed
4445114986,5/2/16,2336,4.75,6910,2.210000038,0.189999998,2.349999905,0,502,542
6117666160,4/21/16,4900,15.01000023,19542,0.980000019,0.400000006,5.619999886,0,508,550
8378563200,4/13/16,4079,9.819999695,12386,4.960000038,0.649999976,4.210000038,0,447,487
8378563200,4/16/16,3363,8.890000343,11207,5.369999886,1.070000052,2.440000057,0,611,689
8378563200,4/20/16,3787,7.440000057,9388,2.230000019,0.439999998,4.78000021,0,381,409
8378563200,4/21/16,4236,12.01000023,15148,6.900000095,0.819999993,4.289999962,0,396,417
8378563200,4/26/16,3763,12.85000038,16208,7.510000229,0.920000017,4.420000076,0,550,584
8378563200,5/12/16,1976,3.619999886,4561,0.649999976,0.270000011,2.690000057,0,496,546
8378563200,5/6/16,3644,5.590000153,7045,1.549999952,0.25,3.779999971,0,323,355
8378563200,4/19/16,4092,10.35999966,13070,5.300000191,0.879999995,4.179999828,0,387,421
8378563200,4/28/16,2884,4.300000191,5417,0.899999976,0.49000001,2.910000086,0,506,556
8378563200,5/10/16,3586,5.21999979,6582,0.660000026,0.639999986,3.920000076,0,342,391
8378563200,5/11/16,3788,7.25,9143,1.389999986,0.589999974,5.269999981,0,368,387
8378563200,5/1/16,3369,9.06000042,11419,6.03000021,0.560000002,2.470000029,0,475,539
8378563200,5/5/16,3783,6.789999962,8567,0.889999986,0.159999996,5.739999771,0,381,417
8792009665,4/22/16,2419,2.599999905,4068,0.050000001,0.280000001,2.269999981,0,391,407
6962181067,5/10/16,2361,10.21000004,15448,3.470000029,1.75,4.989999771,0,469,481
6962181067,4/21/16,2179,9.710000038,11835,3.99000001,2.099999905,3.50999999,0.109999999,451,457
6962181067,4/23/16,2571,13.23999977,20031,4.199999809,2,7.039999962,0,528,546
6962181067,5/4/16,2086,6.710000038,10147,0.469999999,1.679999948,4.550000191,0,442,455
6962181067,4/22/16,2086,7.090000153,10725,1.769999981,1.549999952,3.769999981,0,425,435
6962181067,4/25/16,2194,9.270000458,13239,3.019999981,1.679999948,4.460000038,0.100000001,400,415
6962181067,5/5/16,2066,6.960000038,10524,0.99000001,1.159999967,4.809999943,0,467,491
6962181067,4/26/16,2012,6.900000095,10433,2.579999924,0.419999987,3.900000095,0,441,446
6962181067,4/29/16,2254,7.110000134,10762,0.819999993,0.479999989,5.809999943,0,433,447
6962181067,4/19/16,2046,7.099999905,10742,2.099999905,2.130000114,2.869999886,0,476,535
6962181067,4/12/16,917,3.900000095,5893,2.880000114,0.560000002,0.460000008,0,366,387
6962181067,5/11/16,1855,4.440000057,6722,1.49000001,0.310000002,2.650000095,0,452,480
6962181067,5/9/16,2105,8.720000267,12342,3.900000095,1.179999948,3.650000095,0,489,497
6962181067,4/27/16,2034,6.820000172,10320,0.550000012,2.019999981,4.25,0,455,467
6962181067,4/16/16,2173,8.739999771,13217,3.660000086,0.189999998,4.880000114,0,357,366
6962181067,5/3/16,2072,8.119999886,12109,1.74000001,2.039999962,4.329999924,0,394,418
6962181067,4/28/16,2182,8.350000381,12627,2.50999999,0.239999995,5.590000153,0,440,453
3977333714,4/30/16,1650,9.199999809,13238,3.690000057,2.099999905,3.410000086,0,237,382
3977333714,5/5/16,1618,8.579999924,12312,1.75999999,4.110000134,2.710000038,0,318,480
3977333714,4/15/16,1468,6.059999943,9010,1.049999952,1.75,3.25999999,0,424,556
3977333714,5/6/16,1590,8.279999733,11677,3.109999895,2.50999999,2.670000076,0,323,512
3977333714,5/1/16,1501,7.070000172,10414,2.670000076,1.980000019,2.410000086,0,383,626
3977333714,5/3/16,1710,9.590000153,14335,3.319999933,1.74000001,4.53000021,0,292,500
3977333714,4/29/16,1545,7.75,10645,3.74000001,1.299999952,2.710000038,0,333,478
3977333714,5/8/16,1633,9.090000153,13585,0.680000007,5.239999771,3.170000076,0,259,456
3977333714,4/24/16,1655,10,14112,3.269999981,4.559999943,2.170000076,0,310,526
3977333714,5/2/16,1760,11.05000019,16520,1.539999962,6.480000019,3.019999981,0,230,384
4702921684,4/17/16,3394,10.28999996,12692,0.959999979,3.460000038,5.880000114,0,591,612
4702921684,4/23/16,3691,12.27000046,15126,0.75999999,3.24000001,8.270000458,0,465,475
4702921684,4/19/16,2812,5.440000057,6708,0.879999995,0.370000005,4.190000057,0,457,487
4702921684,4/21/16,2729,5.300000191,6530,0.310000002,2.049999952,2.940000057,0,425,434
4702921684,4/28/16,3033,7.320000172,9023,1.129999995,0.419999987,5.769999981,0,442,461
4702921684,4/27/16,2908,5.71999979,7047,0.090000004,0.800000012,4.78000021,0,432,449
4702921684,4/16/16,3328,9.029999733,11140,0.239999995,1.25,7.539999962,0,382,406
4702921684,4/25/16,3064,7.429999828,9167,0.49000001,0.819999993,6.110000134,0,370,380
4702921684,4/18/16,3013,7.380000114,9105,1.820000052,1.49000001,4.070000172,0,293,312
4702921684,5/11/16,3069,7.960000038,9810,0.779999971,2.160000086,4.980000019,0,354,366
1644430081,5/8/16,2987,4.889999866,6724,0,0,4.880000114,0,137,154
1644430081,4/29/16,2498,2.309999943,3176,0,0,2.309999943,0,119,127
4558609924,5/1/16,1692,2.269999981,3428,0,0,2.269999981,0,115,129
4319703577,5/1/16,1593,0.839999974,1251,0,0,0.839999974,0,484,500
4319703577,4/20/16,2220,6.010000229,8954,0,0.680000007,5.309999943,0,523,543
4319703577,5/8/16,1792,2.460000038,3672,0,0,2.460000038,0,602,638
4319703577,5/12/16,257,0.01,17,0,0,0.01,0,302,321
4319703577,4/16/16,1884,3.180000067,4744,0,0,3.180000067,0,506,522
4319703577,4/19/16,2200,5.989999771,8925,0,0,5.989999771,0,461,498
4319703577,4/15/16,1985,3.799999952,5664,0,0,3.799999952,0,465,491
4319703577,4/23/16,1945,3.309999943,4935,0,0,3.309999943,0,692,722
4319703577,5/2/16,2270,6.239999771,9261,0,0.439999998,5.710000038,0,478,506
4319703577,4/25/16,2314,6.210000038,9259,0,0.280000001,5.929999828,0,488,506
4319703577,4/21/16,1792,2.480000019,3702,0,0,0.349999994,0,59,65
2320127002,4/23/16,1804,3.420000076,5079,0,0,3.420000076,0,61,69
1503960366,4/12/16,50,0.140000001,224,0,0,0.129999995,0,327,346
2347167796,4/26/16,1861,3.950000048,5980,0,0,3.950000048,0,436,490
2347167796,4/19/16,2346,4.440000057,6711,0,0,4.440000057,0,465,514
2347167796,4/24/16,2187,6.260000229,9471,0,0,6.260000229,0,442,459
2347167796,4/28/16,1854,3.599999905,5439,0,0,3.599999905,0,408,450
2347167796,4/29/16,403,0.029999999,42,0,0,0.029999999,0,411,473
4388161847,4/15/16,3066,6.730000019,8758,0,0,6.730000019,0,499,526
4388161847,4/17/16,2572,3.579999924,4660,0,0,3.579999924,0,619,641
6775888955,4/15/16,2127,0.920000017,1282,0,0,0.920000017,0,391,406
5553957443,4/17/16,1397,0.430000007,655,0,0,0.430000007,0,350,402
5553957443,4/24/16,1507,1.179999948,1807,0,0,1.179999948,0,553,640
5553957443,5/7/16,1494,1.220000029,1868,0,0,1.220000029,0,442,470
5553957443,5/11/16,1693,3.220000029,4926,0,0,3.220000029,0,463,486
5553957443,5/1/16,1747,3.369999886,5164,0,0,3.369999886,0,622,686
5553957443,4/16/16,1831,3.769999981,5771,0,0,3.769999981,0,651,686
5553957443,4/23/16,1776,2.690000057,4112,0,0,2.680000067,0,631,725
5553957443,4/13/16,1718,3.160000086,4832,0,0,3.160000086,0,455,488
5553957443,4/30/16,1463,0.779999971,1202,0,0,0.779999971,0,775,843
5553957443,5/4/16,1698,2.769999981,4249,0,0,2.769999981,0,447,470
5553957443,4/18/16,1683,2.430000067,3727,0,0,2.430000067,0,520,541
5553957443,4/20/16,1570,1.769999981,2713,0,0,1.769999981,0,658,678
7086361926,4/12/16,625,0.25999999,430,0,0,0.25999999,0,514,525
7086361926,4/24/16,2049,2.160000086,3520,0,0,2.150000095,0,681,704
4445114986,5/4/16,2070,1.960000038,2923,0,0,1.960000038,0,337,363
4445114986,5/8/16,2423,4.900000095,7303,0,0.25,4.650000095,0,361,391
4445114986,4/16/16,2180,2.650000095,3945,0,0,2.650000095,0,462,499
4445114986,4/17/16,1933,1.519999981,2268,0,0,1.519999981,0,98,107
4445114986,4/28/16,2203,3.00999999,4493,0,0,3.00999999,0,419,442
4445114986,5/1/16,2246,3.50999999,5232,0,0,3.50999999,0,439,459
4445114986,5/10/16,2181,2.630000114,3915,0,0,2.630000114,0,405,426
4445114986,5/12/16,1212,0.519999981,768,0,0,0.519999981,0,483,501
4445114986,4/29/16,2196,3.140000105,4676,0,0,3.130000114,0,106,108
4445114986,4/22/16,2432,4.579999924,6831,0,0,4.579999924,0,388,417
4445114986,4/30/16,2363,4.179999828,6222,0,0,4.179999828,0,322,353
4445114986,4/13/16,2095,1.99000001,2961,0,0,1.99000001,0,370,406
4445114986,4/15/16,2496,4.829999924,7198,0,0,4.829999924,0,337,379
4445114986,5/9/16,2281,3.539999962,5275,0,0,3.539999962,0,457,533
4445114986,4/20/16,1974,1.389999986,2072,0,0,1.389999986,0,439,462
4445114986,4/21/16,2150,2.559999943,3809,0,0,2.539999962,0,436,469
4445114986,4/19/16,1954,1.389999986,2064,0,0,1.389999986,0,388,424
4445114986,4/12/16,745,0.189999998,278,0,0,0.189999998,0,429,457
4445114986,4/14/16,2194,2.670000076,3974,0,0,2.670000076,0,441,492
4445114986,4/25/16,2070,2.269999981,3385,0,0,2.269999981,0,328,345
4445114986,5/6/16,2211,3.029999971,4514,0,0,3.029999971,0,374,402
4020332650,5/8/16,3089,4.199999809,5862,0,0,4.150000095,0,364,402
4020332650,5/10/16,2926,3.980000019,5546,0,0,3.869999886,0.039999999,442,494
4020332650,4/12/16,446,0.01,8,0,0,0.01,0,501,541
4020332650,5/3/16,2828,3.220000029,4496,0,0,3.150000095,0.050000001,322,332
4020332650,5/6/16,2704,3.130000114,4369,0,0,3.099999905,0.01,385,408
6117666160,5/6/16,1838,2.680000067,3365,0,0,2.680000067,0,658,698
6117666160,4/17/16,2225,5.400000095,7150,0,0,5.400000095,0,336,350
6117666160,4/19/16,2606,8.409999847,11135,0,0,8.409999847,0,465,492
6117666160,4/18/16,2018,3.910000086,5153,0,0,3.890000105,0,493,510
6117666160,4/28/16,1879,2.599999905,3403,0,0,2.599999905,0,393,416
6117666160,5/9/16,1248,3.380000114,4477,0,0,3.380000114,0,492,522
6117666160,5/8/16,2250,5.53000021,7328,0,0,5.53000021,0,555,603
6117666160,4/22/16,2409,6.199999809,8206,0,0,6.199999809,0,480,546
6117666160,4/23/16,2651,8.680000305,11495,0,0,8.680000305,0,492,539
6117666160,4/27/16,2576,7.110000134,9411,0,0,7.110000134,0,542,557
6117666160,4/24/16,2305,5.760000229,7623,0,0,5.760000229,0,353,367
6117666160,4/29/16,2560,7.239999771,9592,0,0,7.239999771,0,600,636
6117666160,5/5/16,2636,7.400000095,9799,0,0,7.400000095,0,392,415
6117666160,5/1/16,2361,6.730000019,8915,0,0,6.730000019,0,507,575
6117666160,5/7/16,2469,5.539999962,7336,0,0,5.539999962,0,498,507
8378563200,4/17/16,2572,1.690000057,2132,0,0,1.690000057,0,525,591
8378563200,4/30/16,2660,2.339999914,2946,0,0,2.339999914,0,468,555
8378563200,5/7/16,2799,3.539999962,4468,0,0,3.539999962,0,459,513
8378563200,4/24/16,2741,2.940000057,3703,0,0,2.940000057,0,458,492
8378563200,5/8/16,2685,2.329999924,2943,0,0,2.329999924,0,545,606
2026352035,5/12/16,1364,5.510000229,8891,0,0,5.510000229,0,456,485
2026352035,4/12/16,600,0.629999995,1019,0,0,0.629999995,0,503,546
2026352035,4/13/16,1521,3.099999905,4993,0,0,3.099999905,0,531,565
2026352035,4/25/16,1576,3.730000019,6017,0,0,3.730000019,0,506,531
2026352035,4/15/16,1444,2.369999886,3821,0,0,2.369999886,0,523,573
2026352035,4/27/16,1593,3.769999981,6088,0,0,3.769999981,0,508,545
2026352035,5/8/16,1555,3.450000048,5528,0,0,3.450000048,0,541,568
2026352035,4/20/16,1667,4.480000019,7222,0,0,4.480000019,0,461,510
2026352035,4/23/16,1916,7.710000038,12357,0,0,7.710000038,0,522,554
2026352035,4/14/16,1431,2.069999933,3335,0,0,2.049999952,0,545,568
2026352035,5/1/16,1447,2.279999971,3609,0,0,2.279999971,0,527,546
2026352035,5/10/16,1141,0.159999996,254,0,0,0.159999996,0,357,380
2026352035,4/19/16,1356,1.5,2424,0,0,1.5,0,498,540
2026352035,4/29/16,1692,4.710000038,7604,0,0,4.710000038,0,490,510
2026352035,4/30/16,1506,2.930000067,4729,0,0,2.930000067,0,573,607
2026352035,5/9/16,1869,6.619999886,10685,0,0,6.599999905,0,531,556
2026352035,5/4/16,1658,4.070000172,6564,0,0,4.070000172,0,538,560
2026352035,5/6/16,1736,5.079999924,8198,0,0,5.079999924,0,524,548
2026352035,4/17/16,1214,0.519999981,838,0,0,0.519999981,0,437,498
2026352035,4/16/16,1373,1.580000043,2547,0,0,1.580000043,0,524,567
2026352035,5/7/16,1491,2.599999905,4193,0,0,2.599999905,0,511,521
2026352035,4/24/16,1401,2.160000086,3490,0,0,2.160000086,0,555,591
2026352035,4/28/16,1649,3.950000048,6375,0,0,3.950000048,0,513,545
2026352035,5/11/16,1698,5.320000172,8580,0,0,5.320000172,0,523,553
2026352035,4/22/16,1399,1.809999943,2915,0,0,1.809999943,0,520,545
2026352035,5/2/16,1690,4.349999905,7018,0,0,4.349999905,0,511,543
2026352035,4/21/16,1370,1.529999971,2467,0,0,1.529999971,0,477,514
2026352035,5/5/16,1926,7.539999962,12167,0,0,7.539999962,0,468,485
7007744171,5/1/16,2225,3.75,5600,0,0,3.75,0,58,61
7007744171,4/16/16,2076,3.099999905,4631,0,0,3.099999905,0,79,82
1927972279,4/15/16,2221,0.680000007,980,0,0,0.680000007,0,475,499
1927972279,4/28/16,2351,1.159999967,1675,0,0,1.159999967,0,166,178
1927972279,4/12/16,942,0.02,24,0,0,0.02,0,750,775
1927972279,4/13/16,2151,0.25,356,0,0,0.25,0,398,422
1927972279,4/26/16,2638,2.599999905,3761,0,0,2.599999905,0,296,315
8792009665,5/2/16,2015,1.169999957,1831,0,0,1.169999957,0,415,423
8792009665,4/15/16,2009,1.590000033,2483,0,0,1.590000033,0,363,377
8792009665,5/1/16,1962,1.039999962,1619,0,0,1.039999962,0,503,527
8792009665,5/3/16,2297,1.549999952,2421,0,0,1.549999952,0,516,545
8792009665,4/20/16,2188,2.00999999,3147,0,0.280000001,1.74000001,0,528,547
8792009665,4/13/16,1934,0.839999974,1320,0,0,0.839999974,0,531,552
8792009665,4/14/16,1963,0.779999971,1219,0,0,0.779999971,0,486,503
8792009665,4/12/16,728,0.01,20,0,0,0.01,0,458,493
8792009665,4/27/16,2067,1.129999995,1758,0,0,1.129999995,0,423,428
8792009665,5/4/16,2067,1.460000038,2283,0,0,1.460000038,0,439,463
8792009665,4/28/16,2780,3.940000057,6157,0,0,3.940000057,0,402,416
6962181067,5/1/16,1740,3.609999895,5454,0,0,3.609999895,0,411,426
6962181067,4/15/16,1756,3.680000067,5563,0,0,3.680000067,0,370,386
6962181067,5/12/16,928,2.369999886,3587,0,0.25,2.109999895,0,516,535
6962181067,4/24/16,1705,3.319999933,5029,0,0,3.319999933,0,511,514
6962181067,5/7/16,1947,4.5,6815,0,0,4.5,0,298,334
6962181067,5/8/16,1659,2.769999981,4188,0,0.519999981,2.25,0,541,569
6962181067,4/14/16,1466,1.029999971,1551,0,0,1.029999971,0,508,535
6962181067,5/6/16,1850,3.910000086,5908,0,0,3.910000086,0,443,462
3977333714,5/7/16,1574,7.730000019,11550,0,4.130000114,3.589999914,0,237,443
3977333714,4/12/16,182,0.569999993,759,0,0,0.569999993,0,274,469
3977333714,4/23/16,1638,8.069999695,12058,0,4.21999979,3.849999905,0,235,372
3977333714,4/21/16,1397,4.079999924,6093,0,0,4.059999943,0,332,512
3977333714,4/27/16,1377,5.039999962,7193,0,0.419999987,4.619999886,0,349,540
4702921684,4/13/16,2898,5.579999924,6877,0,0,5.579999924,0,400,430
4702921684,4/14/16,2984,6.369999886,7860,0,0,6.369999886,0,384,415
4702921684,4/12/16,0,0,0,0,0,0,0,425,439
4702921684,5/9/16,2990,6.679999828,8232,0,0.569999993,6.099999905,0,435,458
4702921684,5/12/16,1240,2.230000019,2752,0,0,2.230000019,0,404,442
4702921684,5/3/16,3145,7.670000076,9454,0,0,7.670000076,0,327,373
1844505072,5/1/16,1541,1.700000048,2573,0,0.25999999,1.450000048,0,590,961
1844505072,4/15/16,1725,2.539999962,3844,0,0,2.539999962,0,644,961
1844505072,4/30/16,1763,2.670000076,4014,0,0,2.650000095,0,722,961
8378563200,4/29/16,2982,4.900000095,6175,0.25,0.360000014,4.269999981,0,527,562
3977333714,4/18/16,1584,7.800000191,11663,0.25,3.730000019,3.819999933,0,412,522
4319703577,5/11/16,2232,6.130000114,9129,0.200000003,0.74000001,5.179999828,0,529,558
3977333714,4/20/16,1554,7.829999924,11658,0.200000003,4.349999905,3.279999971,0,152,305
8378563200,4/25/16,4005,9.840000153,12405,5.050000191,0.870000005,3.920000076,0,388,402
8378563200,4/18/16,4157,10.81000042,13630,5.050000191,0.560000002,5.199999809,0,398,451
6962181067,5/2/16,2162,8.539999962,12912,1.200000048,2,5.340000153,0,466,482
4702921684,4/24/16,3538,12.22000027,15050,1.200000048,5.119999886,5.880000114,0,480,506
1503960366,5/11/16,1783,8.130000114,12770,2.559999943,1.00999999,4.550000191,0,285,306
5577150313,5/10/16,3841,6.650000095,8869,2.559999943,0.75,3.349999905,0,504,562
1503960366,4/30/16,1947,9.25,14673,3.559999943,1.419999957,4.269999981,0,404,425
4388161847,4/18/16,3274,9.100000381,11009,3.559999943,0.400000006,5.139999866,0,99,104
8378563200,4/14/16,4163,10.56000042,13318,5.619999886,1.029999971,3.910000086,0,424,455
3977333714,4/25/16,1570,8.479999542,11177,5.619999886,0.430000007,2.410000086,0,262,467
4319703577,5/3/16,2235,6.46999979,9648,0.579999983,1.070000052,4.829999924,0,474,512
5553957443,5/12/16,741,2.039999962,3121,0.579999983,0.400000006,1.059999943,0,438,475
6117666160,4/16/16,2828,10.90999985,14450,0.579999983,0.850000024,9.479999542,0,380,398
